date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:30:01	5048/5048	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Feb%202025%2005:00:02%20GMT	http://islfromtext.in/contributors.php	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/contributors.html	(from http://islfromtext.in/avatarfinal.php)
10:30:02	6000/6000	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Feb%202025%2005:00:03%20GMT	http://islfromtext.in/publications.php	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/publications.html	(from http://islfromtext.in/avatarfinal.php)
10:30:03	7392/7392	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Feb%202025%2005:00:04%20GMT	http://islfromtext.in/team.php	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/team.html	(from http://islfromtext.in/avatarfinal.php)
10:30:04	7678/7678	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Feb%202025%2005:00:04%20GMT	http://islfromtext.in/consultancy.php	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/consultancy.html	(from http://islfromtext.in/avatarfinal.php)
10:30:05	83/83	---M--	409	error ('Conflict')	text/html	date:Sun,%2023%20Feb%202025%2005:00:05%20GMT	http://islfromtext.in/contact.php	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/contact.15.delayed	(from http://islfromtext.in/avatarfinal.php)
10:30:06	295/295	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Jun%202020%2018:53:44%20GMT	http://islfromtext.in/js/hindiconvert.js	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/js/hindiconvert.js	(from http://islfromtext.in/avatarfinal.php)
10:30:16	86659/86659	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js	C:/My%20Web%20Sites/signnnnnnna/ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js	(from http://islfromtext.in/avatarfinal.php)
10:30:17	203124/203124	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Jun%202020%2018:14:38%20GMT	http://islfromtext.in/js/transliteration.I.js	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/js/transliteration.I.js	(from http://islfromtext.in/avatarfinal.php)
10:30:36	208/208	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Feb%202025%2005:00:37%20GMT	http://islfromtext.in/newparser.php?l=	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/newparsera2a0.html	(from http://islfromtext.in/avatarfinal.php)
10:30:37	2/2	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Feb%202025%2005:00:38%20GMT	http://islfromtext.in/admin/engtohindi.php?l=	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/admin/engtohindia2a0.html	(from http://islfromtext.in/avatarfinal.php)
10:33:13	1862911/1862911	---MC-	200	added ('OK')	application/json	date:Sun,%2023%20Feb%202025%2005:00:34%20GMT	http://islfromtext.in/SignFiles/signdump.php	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/SignFiles/signdump.json	(from http://islfromtext.in/avatarfinal.php)
10:35:02	5359159/5359159	---M--	200	added ('OK')	application/javascript	date:Wed,%2023%20Feb%202022%2017:35:41%20GMT	http://islfromtext.in/avatar_files/allcsa.js	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/avatar_files/allcsa.js	(from http://islfromtext.in/avatarfinal.php)
10:35:07	51748/51748	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Feb%202017%2000:37:56%20GMT	http://islfromtext.in/images/avatar2.png	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/avatar2.png	(from http://islfromtext.in/index.php)
10:35:07	20951/20951	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Mar%202016%2007:55:09%20GMT	http://islfromtext.in/images/logo.jpg	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/logo.jpg	(from http://islfromtext.in/index.php)
10:35:08	27673/27673	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Mar%202017%2008:47:15%20GMT	http://islfromtext.in/images/school_logo.png	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/school_logo.png	(from http://islfromtext.in/index.php)
10:35:09	3655/3655	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Feb%202017%2000:28:32%20GMT	http://islfromtext.in/images/rpSinghpic.jpg	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/rpSinghpic.jpg	(from http://islfromtext.in/contributors.php)
10:35:10	40363/40363	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Feb%202017%2000:37:38%20GMT	http://islfromtext.in/images/avatar.png	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/avatar.png	(from http://islfromtext.in/index.php)
10:35:13	15813/15813	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Apr%202018%2018:12:07%20GMT	http://islfromtext.in/images/parteek_sir.jpg	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/parteek_sir.jpg	(from http://islfromtext.in/team.php)
10:35:16	31564/31564	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Apr%202018%2018:12:12%20GMT	http://islfromtext.in/images/sanmeet_mam.png	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/sanmeet_mam.png	(from http://islfromtext.in/team.php)
10:35:17	70698/70698	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Apr%202018%2018:49:47%20GMT	http://islfromtext.in/images/workflowOfProposedSystem.jpg	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/workflowOfProposedSystem.jpg	(from http://islfromtext.in/working.php)
10:35:19	8724/8724	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Aug%202018%2004:42:34%20GMT	http://islfromtext.in/images/aditya.jpg	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/aditya.jpg	(from http://islfromtext.in/team.php)
10:35:27	69277/69277	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202017%2009:31:12%20GMT	http://islfromtext.in/images/div.jpg	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/div.jpg	(from http://islfromtext.in/team.php)
10:36:26	452940/452940	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Apr%202018%2018:19:46%20GMT	http://islfromtext.in/images/sugandhi.jpg	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/sugandhi.jpg	(from http://islfromtext.in/team.php)
10:36:39	440340/440340	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Apr%202018%2018:19:32%20GMT	http://islfromtext.in/images/napinder.JPG	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/napinder.jpg	(from http://islfromtext.in/team.php)
10:36:41	9152/9152	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20May%202019%2005:23:46%20GMT	http://islfromtext.in/images/mukul.JPG	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/mukul.jpg	(from http://islfromtext.in/team.php)
10:36:43	517095/517095	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Apr%202018%2018:18:47%20GMT	http://islfromtext.in/images/alok.JPG	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/alok.jpg	(from http://islfromtext.in/team.php)
10:37:09	912777/912777	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Apr%202018%2017:55:20%20GMT	http://islfromtext.in/images/team.JPG	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/team.jpg	(from http://islfromtext.in/team.php)
10:37:14	559598/559598	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Apr%202018%2018:19:16%20GMT	http://islfromtext.in/images/himani.jpg	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/images/himani.jpg	(from http://islfromtext.in/team.php)
10:37:14	0/-1	---M--	409	error ('')			http://islfromtext.in/contact.php	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/contact.html	(from http://islfromtext.in/avatarfinal.php)
10:37:14	0/-1	---M--	409	error ('')			http://islfromtext.in/contact.php	C:/My%20Web%20Sites/signnnnnnna/islfromtext.in/contact.html	(from http://islfromtext.in/avatarfinal.php)
